date,id,username,like_count,retweet_count,matched_keywords,gpt_label,gpt_3_5_label,SY_label,SH_label,Gold_label
2023-01-19,1.61616E+18,matthewalteray,1,0,['ethics'],0,0,0,0,0
2023-01-09,1.61229E+18,jimboot,0,0,['regulate'],0,1,0,0,0
2023-02-22,1.62846E+18,IEthics,3,2,['ethics'],0,0,0,0,0
2023-01-11,1.6133E+18,anukasan1977,0,0,['automation'],1,1,1,0,1
2023-02-25,1.62951E+18,SiamakKalhor,0,0,['safe'],0,0,1,1,1
2023-01-19,1.6159E+18,shanftl,1,0,['governors'],1,0,1,0,1
2023-01-08,1.61222E+18,Livadas,0,0,['explain'],0,0,0,0,0
2023-03-04,1.63213E+18,NNNS_chemistry,0,0,['explain'],0,0,0,0,0
2023-01-24,1.61798E+18,markauskaite,42,9,['response'],0,0,0,0,0
2023-01-30,1.62011E+18,TuxCare_,0,0,['security'],1,1,1,1,1
2023-02-20,1.62769E+18,d_rk78,0,0,['safeguarding'],0,0,0,0,0
2023-03-15,1.63603E+18,RealShaunBailey,0,0,['guardrails'],0,0,0,0,0
2023-03-16,1.63644E+18,AlexWattsBlog,1,0,['automate'],0,0,0,0,0
2023-03-10,1.63424E+18,Tim_Acker,0,0,"['security', 'security']",1,1,1,1,1
2023-02-13,1.62521E+18,MarshaCollier,2,2,['account'],0,0,0,0,0
2023-01-14,1.61417E+18,Iam_MrPai,1,0,['trust'],0,0,1,1,1
2023-03-18,1.63713E+18,FrRonconi,125,59,['labordeolivier'],0,1,1,1,1
2023-02-11,1.62446E+18,bunkybun,1,0,['privacy'],1,1,1,1,1
2023-03-15,1.63602E+18,ColorTokensInc,0,0,['securing'],0,0,0,0,0
2023-03-10,1.63404E+18,danfinlay,1,0,['automated'],0,0,0,0,0
2023-03-02,1.63129E+18,ReneRobichaud,1,0,['security'],0,0,0,0,0
2023-02-13,1.62511E+18,TheFuturumGroup,1,0,['trust'],0,0,0,0,0
2023-02-19,1.62728E+18,magdaborowik,0,0,['risk'],1,0,1,1,1
2023-03-18,1.63716E+18,NinaPalolahti,1,0,['sustainability'],0,0,0,0,0
2023-03-22,1.63833E+18,IEthics,1,1,['ethics'],0,0,0,0,0
2023-03-08,1.63342E+18,NatStephen,2,0,"['biased', 'bias', 'stereotypes']",1,1,1,1,1
2023-02-27,1.63022E+18,vikrant_sharma,4,2,"['explainer', 'explains']",0,0,0,0,0
2023-02-18,1.62685E+18,Sion_Smith,0,0,['automation'],0,0,0,0,0
2023-03-28,1.64055E+18,alvinfoo,21,15,['risk'],1,1,1,1,1
2023-01-10,1.61288E+18,MPBorman,0,1,"['governance', 'automation']",0,0,0,0,0
2023-01-24,1.61784E+18,ShanazSukhdeo,1,0,"['risk', 'ethic', 'ethic']",0,0,0,0,0
2023-01-04,1.61075E+18,HDogetagonist,0,0,['ethical'],0,0,0,0,0
2023-02-02,1.62095E+18,sarbjeetjohal,1,0,['response'],0,0,0,0,0
2023-02-21,1.62802E+18,koping3377,0,0,['automatic'],0,0,0,0,0
2023-03-23,1.63892E+18,AonghusMcGovern,0,0,"['harm', 'harm', 'ethicalai']",1,1,1,1,1
2023-03-25,1.63968E+18,bhagirathl,2,0,"['ethicsinai', 'responsibleai', 'ethicsmatter']",0,0,0,0,0
2023-01-06,1.6115E+18,Malcolmknows,3,0,['response'],0,0,0,0,0
2023-03-16,1.63644E+18,ChristakisLoiz9,0,0,['responses'],0,0,0,0,0
2023-02-10,1.62401E+18,SecEd_Education,0,0,['safeguarding'],0,0,0,0,0
2023-03-26,1.64006E+18,CryptoTendy,1,0,['trust'],0,0,0,0,0
2023-02-21,1.62803E+18,neurohub_ai,0,4,['hallucinations'],0,0,0,0,0
2023-01-14,1.61418E+18,manoj_mafiosi,1,0,['bias'],1,0,1,0,1
2023-02-17,1.62651E+18,machinegunZeus,3,1,"['manipulate', 'manipulation']",1,1,1,1,1
2023-02-17,1.62662E+18,dilipkashyap07,1,0,['automation'],0,0,0,0,0
2023-01-31,1.62025E+18,TrumpMuse,1,0,"['bias', 'biased']",1,0,1,1,1
2023-03-16,1.63635E+18,VpnZone,1,0,['automate'],0,0,0,0,0
2023-03-20,1.63773E+18,azataiot,1,0,['accounts'],0,0,0,0,0
2023-02-12,1.62487E+18,TheSoftwareSage,0,0,"['response', 'jailbreakchatgpt']",1,1,1,1,1
2023-03-23,1.63904E+18,lutzid,14,3,"['automated', 'transparency', 'labor']",1,0,1,0,0
2023-03-18,1.63695E+18,CyberMunda01,0,0,"['jailbreak', 'security', 'jailbreak']",1,1,1,1,1
2023-01-21,1.61691E+18,ShanazSukhdeo,1,0,['accountants'],0,0,0,0,0
2023-03-10,1.63411E+18,richardkimphd,1,2,['security'],1,1,1,1,1
2023-02-17,1.62651E+18,Kattenkopjes,2,1,['misinformation'],0,0,0,0,0
2023-02-12,1.62473E+18,Khulood_Almani,4,0,['labordeolivier'],0,0,0,0,0
2023-02-05,1.6221E+18,iamsashamaxim,1,0,"['responses', 'bias']",1,0,1,1,1
2023-01-05,1.61081E+18,BlackTechSecPro,2,2,['security'],0,0,0,0,0
2023-02-23,1.62867E+18,hackerrank_AtoZ,0,0,['safety'],1,0,0,0,0
2023-03-08,1.63342E+18,invinciblesaad,1,0,['ethics'],0,0,0,0,0
2023-02-10,1.62393E+18,About_Partha,0,0,"['response', 'response']",0,0,0,0,0
2023-03-09,1.63396E+18,hasdid,1,1,['automated'],0,0,0,0,0
2023-01-18,1.61551E+18,island_expat,0,0,['account'],0,0,0,0,0
2023-02-20,1.62763E+18,RJ_Howes,0,0,['misinformation'],1,0,0,0,0
2023-03-12,1.63501E+18,Wisdom4_all,5,0,['justice'],0,0,0,0,0
2023-03-16,1.63634E+18,mantisnlp,0,0,"['responses', 'hallucinations']",1,0,1,1,1
2023-03-09,1.63384E+18,8020vision,0,0,['account'],0,0,0,0,0
2023-02-25,1.62938E+18,gupshup,0,0,['automatically'],0,0,0,0,0
2023-02-20,1.62773E+18,krishanvadher,0,0,['automatedsarcasmgenerator'],0,0,0,0,0
2023-03-16,1.6363E+18,The_Row_House,6,0,['regulateai'],1,0,1,1,1
2023-01-11,1.61322E+18,aam0333,1,0,['response'],0,0,0,0,0
